,Created at,User ID,Label,User Name,Text,Description,Location,Followers Count,Friends Count,Statuses Count,Profile Image Url
47,Sun Sep 04 21:35:22 +0000 2022,1.56654E+18,1,David Ornstein,🚨 EXCL: Diego Costa is being flown in by Wolverhampton Wanderers + expected at the club on Tuesday - actually not f… https://t.co/kWaWq9OOBz,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
50,Sun Sep 04 17:19:49 +0000 2022,1.56648E+18,1,David Ornstein,🚨 EXCLUSIVE: Wolverhampton Wanderers considering deal to sign Diego Costa following ACL injury for Sasa Kalajdzic.… https://t.co/maGdz84aXE,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
52,Sat Sep 03 19:44:34 +0000 2022,1.56615E+18,1,David Ornstein,🚨 EXCL: Chelsea recruitment chief Scott McLachlan has left club. Gone on own terms to take up exec-level role elsew… https://t.co/UH7XkkkJId,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
60,Thu Sep 01 21:20:17 +0000 2022,1.56545E+18,1,David Ornstein,🚨 Bid rejected &amp; sounds like Arsenal pursuit of Aston Villa midfielder Douglas Luiz is over @TheAthleticUK #AFC… https://t.co/scwKZHSVsq,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
61,Thu Sep 01 20:43:22 +0000 2022,1.56544E+18,1,David Ornstein,🚨 Arsenal understood to have made 3rd offer for Douglas Luiz. Latest proposal said to be £25m. Aston Villa adamant… https://t.co/jrFTtivvsG,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
62,Thu Sep 01 19:13:51 +0000 2022,1.56542E+18,1,David Ornstein,🚨 Hector Bellerin has signed a one-year contract with Barcelona &amp; the deal has been sent to La Liga for approval. 2… https://t.co/9QVRB2rrwo,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
64,Thu Sep 01 18:44:41 +0000 2022,1.56541E+18,1,David Ornstein,🚨 Chelsea have reached an agreement with Hull City to send attacking midfielder Harvey Vale on a season-long loan.… https://t.co/iEnugdyWEj,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
66,Thu Sep 01 17:44:01 +0000 2022,1.5654E+18,1,David Ornstein,🚨 EXCLUSIVE: Denis Zakaria having medical in Turin after Chelsea reached agreement with Juventus to take 25yo Switz… https://t.co/S2bQu2a8Hl,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
68,Thu Sep 01 15:15:25 +0000 2022,1.56536E+18,1,David Ornstein,🚨 Fulham have submitted an improved second offer to sign striker Ben Brereton Diaz from Blackburn Rovers. Latest pr… https://t.co/Bvdm1noKJ3,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
69,Thu Sep 01 14:30:13 +0000 2022,1.56535E+18,1,David Ornstein,🚨 Arsenal going back in with 2nd offer for Aston Villa midfielder Douglas Luiz. Opening #AFC approach for Brazil in… https://t.co/sFbhqbujxO,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
70,Thu Sep 01 14:10:57 +0000 2022,1.56534E+18,1,David Ornstein,🚨 EXCL: Aston Villa have agreed to sign Jan Bednarek from Southampton on 1yr loan. 26yo centre-back has chosen… https://t.co/p8EfR5qARh,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
71,Thu Sep 01 13:06:03 +0000 2022,1.56533E+18,1,David Ornstein,🚨 Arsenal have agreed to let Hector Bellerin join Barcelona. Free transfer - not a contract termination. 27yo await… https://t.co/SI3ApMrjPp,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
73,Thu Sep 01 12:00:37 +0000 2022,1.56531E+18,1,David Ornstein,🚨 Pierre-Emerick Aubameyang has been authorised to travel to London after Chelsea + Barcelona reached verbal agreem… https://t.co/Ue6T9ltXVt,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
74,Thu Sep 01 10:37:46 +0000 2022,1.56529E+18,1,David Ornstein,🚨 BREAKING: Aston Villa have had an offer accepted by Wolverhampton Wanderers for Leander Dendoncker. Transfer fee… https://t.co/TrAwumahZZ,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
76,Thu Sep 01 10:28:40 +0000 2022,1.56529E+18,1,David Ornstein,🚨 Aston Villa have made an offer to Wolves for Leander Dendoncker. Proposal for 27yo Belgium int’l midfielder is €1… https://t.co/yQajsRkn7k,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
77,Thu Sep 01 10:06:29 +0000 2022,1.56528E+18,1,David Ornstein,"🚨 Danny Rose now a free agent.
 32yo left-back has reached mutual agreement with Watford for cancellation of contra… https://t.co/wDzFG4Xt1t","Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
78,Thu Sep 01 09:40:07 +0000 2022,1.56527E+18,1,David Ornstein,"🚨 Arsenal making offer for Aston Villa midfielder Douglas Luiz. #AVFC adamant 24yo Brazil int’l not for sale, but i… https://t.co/hTgHiTS3wi","Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
79,Thu Sep 01 08:43:18 +0000 2022,1.56526E+18,1,David Ornstein,🚨 Liverpool working on deal to sign Arthur from Juventus. Proposal is for a season-long loan. 26yo Brazil internati… https://t.co/EbKZijEqul,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
80,Thu Sep 01 08:18:29 +0000 2022,1.56525E+18,1,David Ornstein,🚨 EXCL: Dujon Sterling understood to be having medical at Stoke City today ahead of joining Championship club on se… https://t.co/f9Dtht7Mr2,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
82,Thu Sep 01 07:00:31 +0000 2022,1.56523E+18,1,David Ornstein,🚨 Chelsea on verge of agreement to sign Pierre-Emerick Aubameyang from Barcelona. Latest bid ~€7.5m + Marcos Alonso… https://t.co/pnn8cFFKkr,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
88,Wed Aug 31 14:10:06 +0000 2022,1.56498E+18,1,David Ornstein,"🚨 Final fee in Wesley Fofana from Leicester to Chelsea deal understood to be £69.5m fixed, no add-ons. Also believe… https://t.co/bPfVscbxLI","Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
95,Tue Aug 30 14:07:53 +0000 2022,1.56462E+18,1,David Ornstein,🚨 EXCLUSIVE: Manchester City close to an agreement with Borussia Dortmund to sign centre-back Manuel Akanji. Optimi… https://t.co/iIABu2yebE,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
107,Mon Aug 29 07:20:55 +0000 2022,1.56415E+18,1,David Ornstein,🚨 Nicolas Pepe took £2.5m cut to join Nice on loan. 25% reduction (to £10m wage) very rare at club not in financial… https://t.co/xkCyk96kd7,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
108,Mon Aug 29 06:54:02 +0000 2022,1.56414E+18,1,David Ornstein,🚨 EXCL: Chelsea send Wesley Fofana to USA for medical. Flew yesterday - owners decision for peace of mind. Move sho… https://t.co/u1a5ssSa6z,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
116,Fri Aug 26 19:12:55 +0000 2022,1.56324E+18,1,David Ornstein,🚨 Chelsea understood to have reached agreement with Leicester City to sign Wesley Fofana. After a number of bids re… https://t.co/Zji5bBzkBF,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
121,Wed Aug 24 21:10:35 +0000 2022,1.56255E+18,1,David Ornstein,🚨 Manchester United have made an offer to sign Newcastle United goalkeeper Martin Dubravka. Proposal is to take 33y… https://t.co/bBjyoTzKEQ,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
122,Wed Aug 24 20:47:31 +0000 2022,1.56254E+18,1,David Ornstein,🚨 Manchester United confident of reaching an agreement with Ajax to sign Antony. 22yo Brazil international winger n… https://t.co/v03CNOr9uP,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
124,Wed Aug 24 15:55:49 +0000 2022,1.56247E+18,1,David Ornstein,🚨 Dele Alli expected to fly to Istanbul tonight to finalise season-long loan from Everton to Besiktas. If all gets… https://t.co/ljwURzLnRG,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
127,Wed Aug 24 12:25:05 +0000 2022,1.56242E+18,1,David Ornstein,🚨 Newcastle United have agreed a deal to sign striker Alexander Isak from Real Sociedad. 22yo Sweden int’l has been… https://t.co/hPW0iBkhtG,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
142,Fri Aug 19 16:15:07 +0000 2022,1.56066E+18,1,David Ornstein,"🚨 Fulham in advanced talks to sign Neal Maupay from Brighton in £15m deal. Still work needed so not done, but discu… https://t.co/3E3T46Z5KC","Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
152,Thu Aug 18 13:02:45 +0000 2022,1.56025E+18,1,David Ornstein,🚨 Nottingham Forest have reached an agreement with Wolverhampton Wanderers to sign top target Morgan Gibbs-Whites.… https://t.co/6yUHXOH8I0,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
154,Wed Aug 17 08:40:24 +0000 2022,1.55982E+18,1,David Ornstein,🚨 EXCL: Stoke City have reached an agreement with Manchester City to sign Liam Delap on loan. Deal until summer 202… https://t.co/26rrPLufsP,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
171,Mon Aug 08 12:35:45 +0000 2022,1.55662E+18,1,David Ornstein,🚨 Brooke Norton-Cuffy has signed a new contract at Arsenal. Highly-rated 18yo right-back had 1yr left on existing d… https://t.co/w43FI5p8Pl,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
174,Mon Aug 08 07:46:38 +0000 2022,1.55655E+18,0,David Ornstein,🚨 EXCL: Man Utd United working on deal to sign Adrien Rabiot from Juventus. #MUFC must decide if they proceed irres… https://t.co/WE2ZFosDW6,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
191,Sun Jul 31 20:45:43 +0000 2022,1.55384E+18,1,David Ornstein,🚨 Fulham have reached agreement with Arsenal to sign Bernd Leno. Fee in region of £8m. Final details being sorted b… https://t.co/hZJVdoxDn9,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
193,Sun Jul 31 15:28:34 +0000 2022,1.55376E+18,1,David Ornstein,🚨 Chelsea working on deals to sign both Wesley Fofana + Denzel Dumfries. Leicester thought to value Fofana at £80/8… https://t.co/cQognMLoc5,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
194,Wed Jul 27 17:11:57 +0000 2022,1.55234E+18,1,David Ornstein,🚨 Everton have total agreement with Burnley to sign Dwight McNeil. Fee undisclosed but thought to be ~£20m. 22yo wi… https://t.co/lupyEVUaLH,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
197,Mon Jul 25 17:10:42 +0000 2022,1.55162E+18,1,David Ornstein,🚨 EXCL: Cristiano Ronaldo travelling back to Manchester today &amp; will hold talks with Man Utd on future. Unclear if/… https://t.co/1gykAHH5Ku,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
202,Thu Jul 21 17:46:12 +0000 2022,1.55018E+18,1,David Ornstein,🚨 BREAKING: Jesse Lingard joins Nottingham Forest as free agent. 29yo England international has completed medical &amp;… https://t.co/ROp95dPggj,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
204,Thu Jul 21 06:40:06 +0000 2022,1.55001E+18,1,David Ornstein,🚨 Brighton turn down Man City offer for Marc Cucurella. Bid ~£30m well below #BHAFC ~£50m valuation &amp; flatly reject… https://t.co/1L52Bn5jTz,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
207,Mon Jul 18 18:37:51 +0000 2022,1.5491E+18,1,David Ornstein,🚨 EXCL: Arsenal finalising move for Oleksandr Zinchenko from Man City after reaching agreement in principle on 4yr… https://t.co/K57H6zZ48S,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
210,Mon Jul 18 10:32:36 +0000 2022,1.54898E+18,0,David Ornstein,🚨 West Ham close to agreement with Chelsea for Armando Broja. Currently working towards permanent. Personal terms i… https://t.co/r12lKajTeD,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
213,Sat Jul 16 08:55:36 +0000 2022,1.54823E+18,1,David Ornstein,🚨 Robert Lewandowski expected to fly on Sunday to join Barcelona pre-season tour to USA &amp; all being well 33yo strik… https://t.co/Ztv87aha2w,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
218,Fri Jul 15 10:50:07 +0000 2022,1.5479E+18,1,David Ornstein,🚨 EXCL: Serge Gnabry has ended speculation over his future by agreeing a new contract with Bayern Munich. 27yo wing… https://t.co/ozlfLkf03J,"Football Correspondent, @TheAthleticUK",UK,1699313,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
223,Thu Jul 14 16:18:44 +0000 2022,1.54762E+18,1,David Ornstein,"🚨 Tottenham on the verge of total agreement with Middlesbrough to sign Djed Spence. Talks between Daniel Levy, Stev… https://t.co/JI6jtB8Ldl","Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
224,Thu Jul 14 13:10:10 +0000 2022,1.54757E+18,0,David Ornstein,🚨 Man Utd in total agreement with Barcelona on €75m + €10m add-ons fee for Frenkie de Jong. Player side still unres… https://t.co/lOWUL65jXe,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
225,Thu Jul 14 11:31:36 +0000 2022,1.54754E+18,1,David Ornstein,"🚨 EXCLUSIVE: Arsenal working on deal to sign Oleksandr Zinchenko from Man City. Clubs in talks, #MCFC open to sale… https://t.co/uWfPxlFi12","Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
227,Wed Jul 13 19:42:35 +0000 2022,1.54731E+18,1,David Ornstein,🚨 Burnley agree deal with Chelsea to sign Ian Maatsen on season-long loan. Paperwork needs finalising but Dutch U21… https://t.co/pVcKLWm7em,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
228,Wed Jul 13 17:57:26 +0000 2022,1.54728E+18,0,David Ornstein,🚨 Chelsea in talks with Paris Saint-Germain to sign Presnel Kimpembe. #PSG open to 26yo’s exit if valuation met - n… https://t.co/rgtJSofEzf,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
237,Sat Jul 09 20:10:08 +0000 2022,1.54586E+18,1,David Ornstein,🚨 Chelsea reach total agreement with Man City to sign Raheem Sterling in deal worth £50m. 27yo winger to join on 5+… https://t.co/TN7sOwnvgC,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
244,Thu Jul 07 19:15:36 +0000 2022,1.54512E+18,1,David Ornstein,🚨 EXCL: Man Utd have reached agreement with Arsenal to sign Nikita Parris. Fee &amp; personal terms in place - not sign… https://t.co/v2OwawwK8j,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
245,Wed Jul 06 17:55:01 +0000 2022,1.54474E+18,1,David Ornstein,🚨 EXCL: Southampton reach agreement with Rangers to sign Joe Aribo. £6m + add-ons + sell-on (could exceed £10m). Co… https://t.co/KMIYAoNaoi,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
246,Wed Jul 06 16:52:15 +0000 2022,1.54473E+18,1,David Ornstein,🚨 Raheem Sterling has agreed personal terms with Chelsea ahead of his proposed transfer from Manchester City. Sourc… https://t.co/qwMIQfMbD0,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
252,Tue Jul 05 18:44:40 +0000 2022,1.54439E+18,1,David Ornstein,🚨 EXCL: Southampton are in talks to sign Joe Aribo from Rangers. #RangersFC won’t accept total package below £10m r… https://t.co/l0xXJw1Dji,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
261,Mon Jul 04 13:20:15 +0000 2022,1.54395E+18,0,David Ornstein,🚨 EXCL: Chelsea considering Cristiano Ronaldo move. Man Utd currently say not for sale but #CFC monitoring &amp; not ru… https://t.co/HwBhdXivnS,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
262,Mon Jul 04 11:02:09 +0000 2022,1.54391E+18,1,David Ornstein,🚨 EXCLUSIVE: Christian Eriksen has verbally agreed to join Manchester United as a free agent. 30yo playmaker has co… https://t.co/tWWaqdMDK8,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
267,Sat Jul 02 16:45:34 +0000 2022,1.54327E+18,0,David Ornstein,"🚨 Cristiano Ronaldo has told Man Utd he wants to leave this summer, as @DuncanCastles reports. 37yo said to love cl… https://t.co/LhnhF1S0PD","Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
268,Fri Jul 01 17:51:40 +0000 2022,1.54293E+18,1,David Ornstein,🚨 Man Utd agree terms with Tyrell Malacia: 4yr contract + option of 5th. Medical may happen this weekend. #MUFC now… https://t.co/96h9Zr14hH,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
275,Thu Jun 30 10:52:55 +0000 2022,1.54246E+18,1,David Ornstein,🚨 Everton believed to have rejected £40m Spurs bid for Richarlison yesterday before offer raised significantly. Ano… https://t.co/dXUrwLviAe,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
279,Tue Jun 28 17:57:16 +0000 2022,1.54184E+18,0,David Ornstein,🚨 EXCL: Chelsea close to agreeing fee north of £55m with Leeds for Raphinha but not done yet. #CFC now best placed… https://t.co/CGKJvmcZcu,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
284,Sat Jun 25 18:05:26 +0000 2022,1.54076E+18,1,David Ornstein,🚨 EXCL: Todd Boehly met Jorge Mendes in Portugal last week. Idea of Cristiano Ronaldo to Chelsea among subjects dis… https://t.co/yOKAXXS6kv,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
290,Fri Jun 24 20:51:47 +0000 2022,1.54044E+18,1,David Ornstein,🚨 Arsenal have reached an agreement with Manchester City to sign striker Gabriel Jesus for £45m. Still some bits to… https://t.co/xqzLBgrPhu,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
291,Fri Jun 24 19:26:27 +0000 2022,1.54042E+18,1,David Ornstein,"🚨 Newcastle have agreed a €37m + add-ons deal with Lille to sign centre-back Sven Botman, as widely reported. 22yo… https://t.co/Es62iIBXt3","Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
292,Fri Jun 24 16:32:16 +0000 2022,1.54037E+18,1,David Ornstein,🚨 EXCL: Man City have reached agreement with Leeds to sign midfielder Kalvin Phillips. £42m + £3m — with Darko Gyab… https://t.co/6H5nldyoUd,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
295,Thu Jun 23 15:40:59 +0000 2022,1.54E+18,1,David Ornstein,🚨 Marseille keen to sign Nuno Tavares on loan (as @Santi_J_FM revealed) &amp; Arsenal will consider sanctioning 22yo le… https://t.co/LzNvra3G48,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
