,Created at,User ID,User Name,Text,Description,Location,Followers Count,Friends Count,Statuses Count,Profile Image Url
98,Thu Sep 15 16:01:15 +0000 2022,1570442632136130568,1899 Addict,Berichte in Griechenland  | Olympiakos aktiv am Deadline Day: Auch TSG-Rekordeinkauf Samassékou soll kommen #TSG |… https://t.co/DsuvDgX89o,"Alle TSG 1899 Hoffenheim Nachrichten, Videos und Ergebnisse #TSG !",Hoffenheim,113,400,7063,http://pbs.twimg.com/profile_images/986233362896621574/A30GB5sG_normal.jpg
99,Thu Sep 15 16:00:02 +0000 2022,1570442324504633346,Cengiz Adabag,"Ben Foster, 39, retires from professional football after turning down deadline day Newcastle transfer https://t.co/55gsvCoqc4","Breaking News, Sports, Entertainment",Brasil,1510,545,896170,http://pbs.twimg.com/profile_images/1502056881942147094/YSR_gmaJ_normal.jpg
100,Thu Sep 15 15:57:48 +0000 2022,1570441762249887744,Cengiz Adabag,"Ben Foster, 39, retires from professional football after turning down deadline day Newcastle transfer https://t.co/9uxXNokaKd","Breaking News, Sports, Entertainment",Brasil,1510,545,896170,http://pbs.twimg.com/profile_images/1502056881942147094/YSR_gmaJ_normal.jpg
101,Thu Sep 15 15:54:50 +0000 2022,1570441016309854209,The Sun Football ⚽,Ben Foster retires from football after turning down deadline day transfer https://t.co/BJBxYVcgCE https://t.co/4hvG4nf3NK,"Breaking news, goals, live coverage and more. Give us a like on Facebook too: https://t.co/e7co9KegRB",,550340,624,341800,http://pbs.twimg.com/profile_images/1567939825474355200/qwJraMmT_normal.jpg
102,Thu Sep 15 15:44:49 +0000 2022,1570438497298780163,The Goalpost,"Official: Former Watford, Manchester United and West Bromwich Albion goalkeeper Ben Foster has announced his retire… https://t.co/EqNuSQO78h","The Home of Football News ⚽

Transfers ↔️
Quotes 💬
Analysis 🧠
Stats 🔢

DM us for enquiries/collabs 📨
Socials: https://t.co/FmvHslQWrE
#TheGoalpostNews",Malta,2240,494,50179,http://pbs.twimg.com/profile_images/1407311638559084544/ASjX6LX0_normal.jpg
103,Thu Sep 15 15:30:49 +0000 2022,1570434974117146632,1899 Addict,Samassekou vor dem Absprung - Auch Hoffenheim-Star soll kommen: Olympiakos am Deadline-Day im Kaufrausch #TSG | Foc… https://t.co/5rCrcMjpcH,"Alle TSG 1899 Hoffenheim Nachrichten, Videos und Ergebnisse #TSG !",Hoffenheim,113,400,7063,http://pbs.twimg.com/profile_images/986233362896621574/A30GB5sG_normal.jpg
104,Thu Sep 15 15:28:44 +0000 2022,1570434450307313666,Adam Leventhal,News: Ben Foster has announced his retirement from football. Had offer from #NUFC which he turned down after deadli… https://t.co/kmawTMHaGs,Journalist & Broadcaster @TheAthleticUK Instagram: https://t.co/OFHye44u8J,"London, England",79535,2582,22441,http://pbs.twimg.com/profile_images/1377650028160901126/68Xgmndx_normal.jpg
105,Thu Sep 15 14:45:00 +0000 2022,1570423442586771456,Leeds United News,"New signings and first-team stalwarts expected to feature. #lufc 

https://t.co/4CJ5yBX3nK",Subscribe to @LeedsNews for unlimited access to all the biggest news and sports stories in Leeds with 70% fewer ads: https://t.co/ktmTJXqcLX,"Leeds, England",41381,306,34713,http://pbs.twimg.com/profile_images/1389355963749126151/V6r9x509_normal.jpg
106,Thu Sep 15 12:57:54 +0000 2022,1570396491734458376,Gerry Mc Dermott,Leeds U21s coach Michael Skubala admits Willy Gnonto in contention for Elland Road debut https://t.co/NHxVKXlE0n,"Leeds United biggest supporter, football fanatic, all round good guy & a Tesco Ireland employee!","Galway, Ireland",5145,5648,133626,http://pbs.twimg.com/profile_images/3312146777/e9b31826217264c67f2752ce12583ee0_normal.jpeg
107,Thu Sep 15 11:52:22 +0000 2022,1570379997986320385,Cat's Day,It’s official: EPL side Chelsea have signed Gabonese striker Pierre-Emerick Aubameyang on a permanent transfer from… https://t.co/PfDBBZUmsQ,I love Cats,,25,1,3158,http://pbs.twimg.com/profile_images/1569944880658673664/-H0LCisv_normal.jpg
108,Thu Sep 15 11:15:00 +0000 2022,1570370593781866501,Leeds United News,"📰 Early team news ahead of #LUFC U21s tomorrow night.

https://t.co/4CJ5yBFswc",Subscribe to @LeedsNews for unlimited access to all the biggest news and sports stories in Leeds with 70% fewer ads: https://t.co/ktmTJXqcLX,"Leeds, England",41381,306,34713,http://pbs.twimg.com/profile_images/1389355963749126151/V6r9x509_normal.jpg
109,Thu Sep 15 11:09:29 +0000 2022,1570369207879208963,Chad,"Barcelona held talks with Atletico Madrid for a like-for-like player swap on deadline day
#Ronaldinho… https://t.co/mQnILa0zVq","Dreaming is the poetry of Life, and we must be forgiven if we indulge in it a little.","QUEENS VILLAGE, NY 🇺🇸",108,174,11527,http://pbs.twimg.com/profile_images/969471003603615744/phiA4Wgd_normal.jpg
110,Thu Sep 15 11:00:31 +0000 2022,1570366949548343300,Mouth of the Tyne - Shields Gazette,"🧤 Martin Dubravka has revealed the reasons for his move to Manchester United on deadline day

#NUFC | #MUFC 

https://t.co/Nx6zydq7ud",🎙️A weekly Newcastle United podcast brought to you by the @shieldsgazette ⚽,Tyneside,3505,27,18976,http://pbs.twimg.com/profile_images/1253589242216943616/k-Lq0dLA_normal.jpg
111,Thu Sep 15 10:43:00 +0000 2022,1570362540584042496,Leeds United News,"👏 ""When you get more exciting prospects in the building together, what an environment for all of these young player… https://t.co/FnShT2Mv6L",Subscribe to @LeedsNews for unlimited access to all the biggest news and sports stories in Leeds with 70% fewer ads: https://t.co/ktmTJXqcLX,"Leeds, England",41381,306,34713,http://pbs.twimg.com/profile_images/1389355963749126151/V6r9x509_normal.jpg
112,Thu Sep 15 10:41:58 +0000 2022,1570362282898608129,Sports Informer,Leicester found ‘exhausting agreement’ to sign forward on deadline day – Player had late change of mind https://t.co/GbZTyUUWi5,Transfer news & gossip from the Premier League & beyond. Updates every 40 minutes.  Sports StartUp,"Reading, UK",171,97,208490,http://pbs.twimg.com/profile_images/1307557569418997763/2daCFXvp_normal.jpg
113,Thu Sep 15 10:24:05 +0000 2022,1570357779776540672,Leeds United Fans,Leeds United coach breaks silence on Elland Road plan for deadline day transfer Willy Gnonto #EveningPost… https://t.co/HVs9VoB5h7,Leeds United Football Club News & Blogs! Fan Page NOT linked to Official Club #WeAreLeeds #Leeds #LeedsUtd #LeedsLeedsLeeds #LeedsUnited #LUFC #MOT,,6219,1782,71293,http://pbs.twimg.com/profile_images/920155009752317953/6wCeYPyb_normal.jpg
114,Thu Sep 15 10:17:34 +0000 2022,1570356143154757634,Leeds News App,Leeds United coach breaks silence on Elland Road plan for deadline day transfer Willy Gnonto: https://t.co/VAYMNd3Ifg,"iOS: https://t.co/ITnL8VCxh1
Android: https://t.co/VfbAk8KV3k","Leeds, England",524,280,61382,http://pbs.twimg.com/profile_images/905348714755215360/UleqrlCD_normal.jpg
115,Thu Sep 15 09:54:35 +0000 2022,1570350358777692160,Shaun,Leeds United coach breaks silence on Elland Road plan for deadline day transfer Willy Gnonto https://t.co/Jqz9AZjOAQ,⚽⚽LUFC ⚽⚽ Yorkshire born and bred.           Follow for regular LUFC News updates and stories.,,1377,666,40650,http://pbs.twimg.com/profile_images/3568011486/edc81b2ff21352bd85af383aca467ade_normal.jpeg
